Keyword1,Keyword2,Weight
Deep learning,Transformers,4
Feature extraction,Support vector machines,24
Multitasking,Support vector machines,1
Multitasking,Transformers,1
Sentiment analysis,Support vector machines,4
Support vector machines,Task analysis,4
Support vector machines,Transformers,1
Computer architecture,Face recognition,9
Computer architecture,Feature extraction,14
Computer architecture,Reliability,2
Computer architecture,Target recognition,1
Computer architecture,Task analysis,10
Computer architecture,Visualization,7
Face recognition,Reliability,6
Face recognition,Target recognition,2
Feature extraction,Target recognition,2
Reliability,Target recognition,1
Reliability,Task analysis,3
Target recognition,Task analysis,2
Target recognition,Visualization,1
Accidents,Anxiety disorders,1
Accidents,Data mining,1
Accidents,Emotion recognition,2
Accidents,Feature extraction,2
Accidents,Physiology,1
Accidents,Vehicles,2
Anxiety disorders,Data mining,1
Anxiety disorders,Emotion recognition,1
Anxiety disorders,Vehicles,1
Data mining,Physiology,2
Data mining,Vehicles,1
Emotion recognition,Vehicles,1
Feature extraction,Vehicles,2
Physiology,Vehicles,3
Affective computing,Cognition,3
Affective computing,Games,4
Affective computing,Media,2
Cognition,Computational modeling,6
Cognition,Games,3
Cognition,Media,1
Cognition,Psychology,7
Cognition,Task analysis,6
Computational modeling,Media,6
Games,Media,4
Games,Psychology,4
Games,Task analysis,17
Media,Psychology,3
Media,Task analysis,2
Biomedical monitoring,Depression,1
Biomedical monitoring,Faces,1
Biomedical monitoring,Heart rate variability,6
Biomedical monitoring,Skin,2
Biomedical monitoring,Videos,3
Depression,Faces,2
Depression,Heart rate variability,1
Depression,Skin,1
Depression,Videos,3
Faces,Heart rate variability,1
Faces,Skin,1
Feature extraction,Heart rate variability,7
Feature extraction,Skin,5
Feature extraction,Videos,24
Heart rate variability,Skin,2
Heart rate variability,Videos,2
Skin,Videos,3
Affective computing,Appraisal,1
Affective computing,Observers,4
Affective computing,Predictive models,5
Affective computing,Videos,9
Appraisal,Games,5
Appraisal,Observers,1
Appraisal,Predictive models,5
Appraisal,Task analysis,2
Appraisal,Videos,1
Games,Observers,4
Games,Predictive models,5
Games,Videos,4
Observers,Predictive models,3
Observers,Task analysis,2
Observers,Videos,6
Predictive models,Videos,3
Task analysis,Videos,13
Affective computing,Behavioral sciences,1
Affective computing,Focusing,1
Affective computing,Shape,2
Affective computing,Speech recognition,7
Behavioral sciences,Emotion recognition,7
Behavioral sciences,Focusing,1
Behavioral sciences,Shape,1
Behavioral sciences,Speech recognition,2
Behavioral sciences,Task analysis,6
Emotion recognition,Focusing,1
Emotion recognition,Shape,2
Focusing,Shape,1
Focusing,Speech recognition,1
Focusing,Task analysis,1
Shape,Speech recognition,2
Speech recognition,Task analysis,21
Cognition,Faces,1
Cognition,Feature extraction,6
Cognition,Lips,1
Cognition,Market research,3
Cognition,Semantics,4
Faces,Market research,1
Feature extraction,Market research,1
Lips,Market research,1
Lips,Task analysis,1
Market research,Semantics,2
Market research,Task analysis,3
Artificial intelligence,Behavioral sciences,1
Artificial intelligence,Chatbots,1
Behavioral sciences,Chatbots,1
Behavioral sciences,Computational modeling,3
Behavioral sciences,Feature extraction,4
Chatbots,Computational modeling,1
Chatbots,Emotion recognition,1
Chatbots,Feature extraction,1
Chatbots,Task analysis,2
Emotion recognition,Gold,5
Faces,Physiology,1
Faces,Sensors,1
Gold,Physiology,2
Gold,Sensors,1
Physiology,Sensors,7
Sensors,Task analysis,5
Analytical models,Bayes methods,1
Analytical models,Labeling,1
Analytical models,Uncertainty,1
Bayes methods,Labeling,1
Bayes methods,Task analysis,2
Bayes methods,Training,2
Labeling,Uncertainty,1
Task analysis,Uncertainty,4
Training,Uncertainty,2
Anxiety disorders,COVID-19,1
Anxiety disorders,Depression,1
Anxiety disorders,Pandemics,1
Anxiety disorders,Predictive models,1
Anxiety disorders,Principal component analysis,1
Anxiety disorders,Testing,1
COVID-19,Depression,1
COVID-19,Pandemics,1
COVID-19,Predictive models,1
COVID-19,Principal component analysis,1
COVID-19,Testing,1
Depression,Pandemics,1
Depression,Principal component analysis,1
Depression,Testing,1
Pandemics,Predictive models,1
Pandemics,Principal component analysis,1
Pandemics,Testing,1
Predictive models,Principal component analysis,1
Predictive models,Testing,1
Principal component analysis,Testing,2
Atmospheric measurements,Electrodes,1
Atmospheric measurements,Navigation,1
Atmospheric measurements,Skin,5
Atmospheric measurements,Urban areas,1
Electrodes,Navigation,1
Electrodes,Particle measurements,1
Electrodes,Skin,1
Electrodes,Task analysis,5
Electrodes,Urban areas,1
Navigation,Particle measurements,1
Navigation,Skin,1
Navigation,Task analysis,2
Navigation,Urban areas,1
Particle measurements,Skin,5
Particle measurements,Urban areas,1
Skin,Task analysis,2
Skin,Urban areas,1
Deep learning,Neural networks,6
Deep learning,Speech recognition,4
Emotion recognition,Neural networks,9
Neural networks,Predictive models,1
Neural networks,Speech recognition,6
Neural networks,Task analysis,12
Neural networks,Training,6
Predictive models,Speech recognition,3
Speech recognition,Training,22
Emotion recognition,Heart rate variability,6
Emotion recognition,Measurement,4
Emotion recognition,Support vector machines,15
Heart rate variability,Measurement,1
Heart rate variability,Oral communication,1
Heart rate variability,Physiology,11
Heart rate variability,Support vector machines,2
Heart rate variability,Task analysis,3
Measurement,Oral communication,2
Measurement,Physiology,4
Measurement,Support vector machines,2
Measurement,Task analysis,7
Oral communication,Physiology,2
Oral communication,Support vector machines,1
Physiology,Support vector machines,5
Australia,Convolutional neural networks,1
Australia,Data models,1
Australia,Emotion recognition,4
Australia,Noise measurement,1
Australia,Task analysis,4
Australia,Training,3
Convolutional neural networks,Data models,2
Convolutional neural networks,Noise measurement,1
Convolutional neural networks,Task analysis,7
Convolutional neural networks,Training,4
Data models,Noise measurement,3
Emotion recognition,Noise measurement,3
Noise measurement,Task analysis,4
Noise measurement,Training,3
Data mining,Image classification,1
Data mining,Optimization,1
Feature extraction,Image classification,2
Feature extraction,Optimization,3
Image classification,Optimization,1
Image classification,Task analysis,1
Image classification,Transformers,1
Image classification,Visualization,1
Optimization,Task analysis,3
Optimization,Transformers,2
Optimization,Visualization,1
Computer architecture,Data mining,2
Computer architecture,Emotion recognition,12
Computer architecture,Videos,4
Data mining,Videos,1
Emotion recognition,Videos,23
Analytical models,Convolutional neural networks,2
Analytical models,Electroencephalography,1
Analytical models,Fuses,1
Convolutional neural networks,Correlation,1
Convolutional neural networks,Fuses,1
Correlation,Electroencephalography,7
Correlation,Feature extraction,21
Correlation,Fuses,2
Electroencephalography,Fuses,2
Electroencephalography,Sentiment analysis,2
Feature extraction,Fuses,4
Fuses,Sentiment analysis,2
Biomedical monitoring,Cameras,2
Biomedical monitoring,Emotion recognition,8
Biomedical monitoring,Monitoring,12
Biomedical monitoring,Sensor systems,2
Biomedical monitoring,Sensors,8
Biomedical monitoring,Smart phones,1
Cameras,Emotion recognition,6
Cameras,Monitoring,2
Cameras,Sensor systems,1
Cameras,Sensors,3
Cameras,Smart phones,1
Emotion recognition,Monitoring,7
Emotion recognition,Sensor systems,2
Emotion recognition,Smart phones,2
Monitoring,Sensor systems,2
Monitoring,Sensors,5
Monitoring,Smart phones,2
Sensor systems,Sensors,1
Sensor systems,Smart phones,1
Sensors,Smart phones,3
Buildings,Face recognition,1
Buildings,Faces,1
Buildings,Feature extraction,1
Buildings,Image recognition,1
Buildings,Transformers,1
Faces,Image recognition,2
Faces,Training,5
Faces,Transformers,1
Feature extraction,Image recognition,15
Image recognition,Training,6
Image recognition,Transformers,2
Behavioral sciences,Decision making,1
Behavioral sciences,Deep learning,1
Behavioral sciences,Reinforcement learning,1
Behavioral sciences,Sociology,1
Behavioral sciences,Statistics,1
Computational modeling,Decision making,3
Computational modeling,Deep learning,7
Computational modeling,Reinforcement learning,3
Computational modeling,Sociology,2
Computational modeling,Statistics,1
Decision making,Deep learning,2
Decision making,Reinforcement learning,2
Decision making,Sociology,1
Decision making,Statistics,1
Deep learning,Reinforcement learning,2
Deep learning,Sociology,1
Deep learning,Statistics,1
Reinforcement learning,Sociology,1
Reinforcement learning,Statistics,1
Sociology,Statistics,5
Autism,Behavioral sciences,2
Autism,Cameras,4
Autism,Magnetic resonance imaging,1
Autism,Pediatrics,5
Autism,Testing,1
Autism,Variable speed drives,5
Behavioral sciences,Cameras,3
Behavioral sciences,Magnetic resonance imaging,1
Behavioral sciences,Pediatrics,1
Behavioral sciences,Testing,1
Behavioral sciences,Variable speed drives,2
Cameras,Magnetic resonance imaging,1
Cameras,Pediatrics,3
Cameras,Testing,1
Cameras,Variable speed drives,1
Magnetic resonance imaging,Pediatrics,1
Magnetic resonance imaging,Testing,1
Magnetic resonance imaging,Variable speed drives,1
Pediatrics,Testing,1
Pediatrics,Variable speed drives,1
Testing,Variable speed drives,1
Adaptation models,Linguistics,1
Adaptation models,Prototypes,2
Adaptation models,Semantics,4
Adaptation models,Training,11
Emotion recognition,Linguistics,4
Emotion recognition,Prototypes,4
Linguistics,Prototypes,1
Linguistics,Semantics,4
Linguistics,Task analysis,6
Linguistics,Training,2
Prototypes,Semantics,1
Prototypes,Task analysis,2
Prototypes,Training,2
Computational modeling,Data collection,1
Computational modeling,Keyboards,1
Computational modeling,Predictive models,34
Data collection,Data models,1
Data collection,Feature extraction,2
Data collection,Keyboards,1
Data collection,Predictive models,1
Data collection,Psychology,3
Data models,Keyboards,1
Data models,Predictive models,14
Data models,Psychology,3
Feature extraction,Keyboards,2
Keyboards,Predictive models,1
Keyboards,Psychology,1
Predictive models,Psychology,9
Heterogeneous networks,Knowledge engineering,1
Heterogeneous networks,Noise measurement,1
Heterogeneous networks,Reinforcement learning,1
Heterogeneous networks,Semantics,1
Heterogeneous networks,Syntactics,1
Heterogeneous networks,Task analysis,2
Knowledge engineering,Noise measurement,1
Knowledge engineering,Reinforcement learning,1
Knowledge engineering,Semantics,2
Knowledge engineering,Syntactics,2
Noise measurement,Reinforcement learning,1
Noise measurement,Semantics,1
Noise measurement,Syntactics,1
Reinforcement learning,Semantics,2
Reinforcement learning,Syntactics,1
Reinforcement learning,Task analysis,3
Semantics,Syntactics,6
Electrodes,Measurement,1
Electrodes,Physiology,4
Electrodes,Special issues and sections,1
Measurement,Special issues and sections,1
Physiology,Special issues and sections,1
Computational modeling,Noise measurement,2
Deep learning,Face recognition,10
Deep learning,Noise measurement,2
Behavioral sciences,Electronic mail,1
Behavioral sciences,Guidelines,1
Behavioral sciences,Rescue robots,1
Behavioral sciences,Robot sensing systems,3
Behavioral sciences,Robots,2
Behavioral sciences,Social robots,2
Electronic mail,Guidelines,1
Electronic mail,Rescue robots,1
Electronic mail,Robot sensing systems,1
Electronic mail,Robots,1
Electronic mail,Social robots,1
Guidelines,Rescue robots,1
Guidelines,Robot sensing systems,1
Guidelines,Robots,1
Guidelines,Social robots,1
Rescue robots,Robot sensing systems,1
Rescue robots,Robots,1
Rescue robots,Social robots,1
Robot sensing systems,Robots,4
Robot sensing systems,Social robots,2
Data models,Databases,8
Data models,Prototypes,2
Data models,Speech recognition,8
Data models,Transfer learning,1
Databases,Prototypes,1
Databases,Speech recognition,15
Databases,Transfer learning,4
Prototypes,Speech recognition,3
Prototypes,Transfer learning,1
Speech recognition,Transfer learning,4
Bridges,Feature extraction,3
Bridges,Neural networks,1
Bridges,Sentiment analysis,1
Bridges,Syntactics,1
Bridges,Task analysis,1
Bridges,Transformers,1
Feature extraction,Neural networks,14
Neural networks,Sentiment analysis,5
Neural networks,Syntactics,1
Neural networks,Transformers,2
Aggregates,Correlation,1
Aggregates,Emotion recognition,1
Aggregates,Face recognition,1
Aggregates,Feature extraction,1
Aggregates,Transformers,1
Aggregates,Videos,1
Correlation,Face recognition,5
Correlation,Transformers,2
Correlation,Videos,3
Computer vision,Gold,2
Computer vision,Labeling,1
Computer vision,Task analysis,2
Computer vision,Three-dimensional displays,1
Computer vision,Videos,5
Gold,Labeling,1
Gold,Videos,2
Labeling,Three-dimensional displays,2
Labeling,Videos,2
Three-dimensional displays,Videos,4
Annotations,Control systems,1
Annotations,Databases,7
Annotations,Transmitters,1
Control systems,Databases,1
Control systems,Face recognition,1
Control systems,Noise measurement,1
Control systems,Task analysis,1
Control systems,Transmitters,1
Databases,Noise measurement,2
Databases,Transmitters,1
Face recognition,Transmitters,1
Noise measurement,Transmitters,1
Task analysis,Transmitters,1
Adaptation models,Data models,10
Adaptation models,Face recognition,5
Adaptation models,Training data,2
Computational modeling,Training data,5
